Date,Article DOI
2019-06-19T00:00:00.000Z,10.1101/492157
2019-06-19T00:00:00.000Z,10.1101/614727
2019-06-20T00:00:00.000Z,10.1101/563064
2019-06-20T00:00:00.000Z,10.1101/611343
2019-06-20T00:00:00.000Z,10.1101/671099
2019-06-21T00:00:00.000Z,10.1101/408708
2019-06-21T00:00:00.000Z,10.1101/643353
2019-06-22T00:00:00.000Z,10.1101/485110
2019-06-24T00:00:00.000Z,10.1101/319517
2019-06-24T00:00:00.000Z,10.1101/385393
2019-06-24T00:00:00.000Z,10.1101/486043
2019-06-24T00:00:00.000Z,10.1101/545582
2019-06-25T00:00:00.000Z,10.1101/351569
2019-06-25T00:00:00.000Z,10.1101/393769
2019-06-26T00:00:00.000Z,10.1101/473967
2019-06-26T00:00:00.000Z,10.1101/573626
2019-06-27T00:00:00.000Z,10.1101/389460
2019-06-27T00:00:00.000Z,10.1101/446088
2019-06-27T00:00:00.000Z,10.1101/566927
2019-06-27T00:00:00.000Z,10.1101/588681
2019-06-28T00:00:00.000Z,10.1101/475103
2019-06-28T00:00:00.000Z,10.1101/547919
2019-07-01T00:00:00.000Z,10.1101/527846
2019-07-01T00:00:00.000Z,10.1101/650168
2019-07-02T00:00:00.000Z,10.1101/251595
2019-07-02T00:00:00.000Z,10.1101/330241
2019-07-02T00:00:00.000Z,10.1101/378133
2019-07-02T00:00:00.000Z,10.1101/459750
2019-07-02T00:00:00.000Z,10.1101/578716
2019-07-02T00:00:00.000Z,10.1101/590786
2019-07-03T00:00:00.000Z,10.1101/316414
2019-07-04T00:00:00.000Z,10.1101/555441
2019-07-08T00:00:00.000Z,10.1101/306779
2019-07-08T00:00:00.000Z,10.1101/310599
2019-07-08T00:00:00.000Z,10.1101/498220
2019-07-08T00:00:00.000Z,10.1101/550053
2019-07-08T00:00:00.000Z,10.1101/551812
2019-07-08T00:00:00.000Z,10.1101/563304
2019-07-09T00:00:00.000Z,10.1101/534990
2019-07-09T00:00:00.000Z,10.1101/536599
2019-07-10T00:00:00.000Z,10.1101/651810
2019-07-11T00:00:00.000Z,10.1101/289009
2019-07-11T00:00:00.000Z,10.1101/518555
2019-07-11T00:00:00.000Z,10.1101/526137
2019-07-11T00:00:00.000Z,10.1101/553206
2019-07-11T00:00:00.000Z,10.1101/561456
2019-07-11T00:00:00.000Z,10.1101/575175
2019-07-12T00:00:00.000Z,10.1101/387266
2019-07-12T00:00:00.000Z,10.1101/584961
2019-07-16T00:00:00.000Z,10.1101/325449
2019-07-16T00:00:00.000Z,10.1101/631358
2019-07-18T00:00:00.000Z,10.1101/452144
2019-07-18T00:00:00.000Z,10.1101/515569
2019-07-18T00:00:00.000Z,10.1101/667600
2019-07-19T00:00:00.000Z,10.1101/486050
2019-07-19T00:00:00.000Z,10.1101/553610
2019-07-22T00:00:00.000Z,10.1101/576736
2019-07-23T00:00:00.000Z,10.1101/496323
2019-07-24T00:00:00.000Z,10.1101/527119
2019-07-25T00:00:00.000Z,10.1101/445262
2019-07-25T00:00:00.000Z,10.1101/586487
2019-07-25T00:00:00.000Z,10.1101/645960
2019-07-26T00:00:00.000Z,10.1101/309476
2019-07-26T00:00:00.000Z,10.1101/562892
2019-07-26T00:00:00.000Z,10.1101/589135
2019-07-26T00:00:00.000Z,10.1101/641662
2019-07-29T00:00:00.000Z,10.1101/615906
2019-07-30T00:00:00.000Z,10.1101/550921
2019-07-31T00:00:00.000Z,10.1101/509380
2019-07-31T00:00:00.000Z,10.1101/635383
2019-07-31T00:00:00.000Z,10.1101/641506
2019-07-31T00:00:00.000Z,10.1101/705418
2019-08-01T00:00:00.000Z,10.1101/371203
2019-08-01T00:00:00.000Z,10.1101/568139
2019-08-01T00:00:00.000Z,10.1101/638015
2019-08-02T00:00:00.000Z,10.1101/338087
2019-08-02T00:00:00.000Z,10.1101/604330
2019-08-06T00:00:00.000Z,10.1101/458133
2019-08-06T00:00:00.000Z,10.1101/490011
2019-08-06T00:00:00.000Z,10.1101/560326
2019-08-06T00:00:00.000Z,10.1101/570929
2019-08-06T00:00:00.000Z,10.1101/573212
2019-08-07T00:00:00.000Z,10.1101/568501
2019-08-08T00:00:00.000Z,10.1101/601922
2019-08-08T00:00:00.000Z,10.1101/626259
2019-08-08T00:00:00.000Z,10.1101/642017
2019-08-09T00:00:00.000Z,10.1101/304600
2019-08-09T00:00:00.000Z,10.1101/602433
2019-08-12T00:00:00.000Z,10.1101/571455
2019-08-13T00:00:00.000Z,10.1101/405183
2019-08-13T00:00:00.000Z,10.1101/604264
2019-08-13T00:00:00.000Z,10.1101/647883
2019-08-14T00:00:00.000Z,10.1101/531525
2019-08-14T00:00:00.000Z,10.1101/573923
2019-08-14T00:00:00.000Z,10.1101/615682
2019-08-14T00:00:00.000Z,10.1101/665190
2019-08-15T00:00:00.000Z,10.1101/316299
2019-08-16T00:00:00.000Z,10.1101/631408
2019-08-16T00:00:00.000Z,10.1101/689687
2019-08-19T00:00:00.000Z,10.1101/522920
2019-08-20T00:00:00.000Z,10.1101/466730
2019-08-20T00:00:00.000Z,10.1101/595710
2019-08-20T00:00:00.000Z,10.1101/596221
2019-08-21T00:00:00.000Z,10.1101/518787
2019-08-21T00:00:00.000Z,10.1101/581744
2019-08-21T00:00:00.000Z,10.1101/640789
2019-08-22T00:00:00.000Z,10.1101/467076
2019-08-22T00:00:00.000Z,10.1101/584698
2019-08-22T00:00:00.000Z,10.1101/595686
2019-08-22T00:00:00.000Z,10.1101/608851
2019-08-22T00:00:00.000Z,10.1101/612069
2019-08-23T00:00:00.000Z,10.1101/653782
2019-08-27T00:00:00.000Z,10.1101/423681
2019-08-27T00:00:00.000Z,10.1101/552158
2019-08-27T00:00:00.000Z,10.1101/597567
2019-08-27T00:00:00.000Z,10.1101/621185
2019-08-27T00:00:00.000Z,10.1101/653030
2019-08-27T00:00:00.000Z,10.1101/670497
2019-08-28T00:00:00.000Z,10.1101/564401
2019-08-28T00:00:00.000Z,10.1101/583989
2019-08-28T00:00:00.000Z,10.1101/600494
2019-08-29T00:00:00.000Z,10.1101/298422
2019-08-29T00:00:00.000Z,10.1101/518654
2019-08-29T00:00:00.000Z,10.1101/535468
2019-08-29T00:00:00.000Z,10.1101/701532
2019-08-30T00:00:00.000Z,10.1101/600551
2019-09-03T00:00:00.000Z,10.1101/170639
2019-09-03T00:00:00.000Z,10.1101/555664
2019-09-03T00:00:00.000Z,10.1101/587964
2019-09-03T00:00:00.000Z,10.1101/594184
2019-09-03T00:00:00.000Z,10.1101/618009
2019-09-03T00:00:00.000Z,10.1101/629618
2019-09-03T00:00:00.000Z,10.1101/636092
2019-09-05T00:00:00.000Z,10.1101/578997
2019-09-05T00:00:00.000Z,10.1101/694976
2019-09-06T00:00:00.000Z,10.1101/643197
2019-09-09T00:00:00.000Z,10.1101/380907
2019-09-09T00:00:00.000Z,10.1101/570820
2019-09-09T00:00:00.000Z,10.1101/591685
2019-09-09T00:00:00.000Z,10.1101/624056
2019-09-10T00:00:00.000Z,10.1101/556209
2019-09-10T00:00:00.000Z,10.1101/559831
2019-09-10T00:00:00.000Z,10.1101/569095
2019-09-10T00:00:00.000Z,10.1101/637702
2019-09-10T00:00:00.000Z,10.1101/683631
2019-09-11T00:00:00.000Z,10.1101/251348
2019-09-11T00:00:00.000Z,10.1101/320184
2019-09-11T00:00:00.000Z,10.1101/442483
2019-09-11T00:00:00.000Z,10.1101/555508
2019-09-11T00:00:00.000Z,10.1101/600445
2019-09-13T00:00:00.000Z,10.1101/569608
2019-09-13T00:00:00.000Z,10.1101/572602
2019-09-13T00:00:00.000Z,10.1101/581611
2019-09-16T00:00:00.000Z,10.1101/364166
2019-09-16T00:00:00.000Z,10.1101/529016
2019-09-16T00:00:00.000Z,10.1101/595025
2019-09-16T00:00:00.000Z,10.1101/733527
2019-09-17T00:00:00.000Z,10.1101/631861
2019-09-17T00:00:00.000Z,10.1101/683623
2019-09-18T00:00:00.000Z,10.1101/198663
2019-09-18T00:00:00.000Z,10.1101/497321
2019-09-18T00:00:00.000Z,10.1101/600841
2019-09-19T00:00:00.000Z,10.1101/469494
2019-09-19T00:00:00.000Z,10.1101/611152
2019-09-19T00:00:00.000Z,10.1101/629675
2019-09-20T00:00:00.000Z,10.1101/571935
2019-09-23T00:00:00.000Z,10.1101/649566
2019-09-23T00:00:00.000Z,10.1101/665851
2019-09-24T00:00:00.000Z,10.1101/211748
2019-09-24T00:00:00.000Z,10.1101/495234
2019-09-24T00:00:00.000Z,10.1101/658468
2019-09-25T00:00:00.000Z,10.1101/587386
2019-09-25T00:00:00.000Z,10.1101/621474
2019-09-27T00:00:00.000Z,10.1101/623058
2019-09-30T00:00:00.000Z,10.1101/353508
2019-09-30T00:00:00.000Z,10.1101/521880
2019-09-30T00:00:00.000Z,10.1101/686758
2019-09-30T00:00:00.000Z,10.1101/729418
2019-10-01T00:00:00.000Z,10.1101/349381
2019-10-01T00:00:00.000Z,10.1101/552240
2019-10-01T00:00:00.000Z,10.1101/578526
2019-10-01T00:00:00.000Z,10.1101/620245
2019-10-01T00:00:00.000Z,10.1101/629725
2019-10-01T00:00:00.000Z,10.1101/678987
2019-10-01T00:00:00.000Z,10.1101/750646
2019-10-02T00:00:00.000Z,10.1101/625228
2019-10-02T00:00:00.000Z,10.1101/662700
2019-10-03T00:00:00.000Z,10.1101/559849
2019-10-03T00:00:00.000Z,10.1101/624700
2019-10-04T00:00:00.000Z,10.1101/640375
2019-10-07T00:00:00.000Z,10.1101/582296
2019-10-07T00:00:00.000Z,10.1101/735746
2019-10-08T00:00:00.000Z,10.1101/538546
2019-10-08T00:00:00.000Z,10.1101/637215
2019-10-09T00:00:00.000Z,10.1101/436360
2019-10-09T00:00:00.000Z,10.1101/636241
2019-10-10T00:00:00.000Z,10.1101/563619
2019-10-10T00:00:00.000Z,10.1101/695643
2019-10-15T00:00:00.000Z,10.1101/499350
2019-10-15T00:00:00.000Z,10.1101/512590
2019-10-15T00:00:00.000Z,10.1101/639146
2019-10-15T00:00:00.000Z,10.1101/640011
2019-10-15T00:00:00.000Z,10.1101/642314
2019-10-15T00:00:00.000Z,10.1101/662437
2019-10-15T00:00:00.000Z,10.1101/673756
2019-10-15T00:00:00.000Z,10.1101/708537
2019-10-15T00:00:00.000Z,10.1101/723619
2019-10-15T00:00:00.000Z,10.1101/738682
2019-10-15T00:00:00.000Z,10.1101/760801
2019-10-16T00:00:00.000Z,10.1101/170787
2019-10-17T00:00:00.000Z,10.1101/592006
2019-10-17T00:00:00.000Z,10.1101/631341
2019-10-18T00:00:00.000Z,10.1101/363523
2019-10-18T00:00:00.000Z,10.1101/644880
2019-10-18T00:00:00.000Z,10.1101/661199
2019-10-18T00:00:00.000Z,10.1101/669572
2019-10-21T00:00:00.000Z,10.1101/648824
2019-10-21T00:00:00.000Z,10.1101/653873
2019-10-22T00:00:00.000Z,10.1101/514943
2019-10-22T00:00:00.000Z,10.1101/538538
2019-10-22T00:00:00.000Z,10.1101/541151
2019-10-22T00:00:00.000Z,10.1101/665992
2019-10-22T00:00:00.000Z,10.1101/734590
2019-10-22T00:00:00.000Z,10.1101/746289
2019-10-23T00:00:00.000Z,10.1101/097626
2019-10-23T00:00:00.000Z,10.1101/279588
2019-10-23T00:00:00.000Z,10.1101/669853
2019-10-24T00:00:00.000Z,10.1101/296616
2019-10-24T00:00:00.000Z,10.1101/607291
2019-10-24T00:00:00.000Z,10.1101/609917
2019-10-24T00:00:00.000Z,10.1101/720094
2019-10-24T00:00:00.000Z,10.1101/736272
2019-10-25T00:00:00.000Z,10.1101/421206
2019-10-28T00:00:00.000Z,10.1101/279505
2019-10-28T00:00:00.000Z,10.1101/440396
2019-10-28T00:00:00.000Z,10.1101/563726
2019-10-28T00:00:00.000Z,10.1101/591164
2019-10-29T00:00:00.000Z,10.1101/533653
2019-10-29T00:00:00.000Z,10.1101/570663
2019-10-30T00:00:00.000Z,10.1101/368811
2019-10-30T00:00:00.000Z,10.1101/579771
2019-10-30T00:00:00.000Z,10.1101/617373
2019-10-30T00:00:00.000Z,10.1101/711176
2019-10-31T00:00:00.000Z,10.1101/410563
2019-10-31T00:00:00.000Z,10.1101/544080
2019-10-31T00:00:00.000Z,10.1101/713990
2019-11-01T00:00:00.000Z,10.1101/723908
2019-11-01T00:00:00.000Z,10.1101/763789
2019-11-04T00:00:00.000Z,10.1101/738567
2019-11-05T00:00:00.000Z,10.1101/561811
2019-11-05T00:00:00.000Z,10.1101/724633
2019-11-05T00:00:00.000Z,10.1101/728733
2019-11-06T00:00:00.000Z,10.1101/660035
2019-11-06T00:00:00.000Z,10.1101/699124
2019-11-07T00:00:00.000Z,10.1101/622266
2019-11-07T00:00:00.000Z,10.1101/623447
2019-11-07T00:00:00.000Z,10.1101/735100
2019-11-07T00:00:00.000Z,10.1101/768010
2019-11-08T00:00:00.000Z,10.1101/503409
2019-11-08T00:00:00.000Z,10.1101/583567
2019-11-08T00:00:00.000Z,10.1101/770578
2019-11-11T00:00:00.000Z,10.1101/519694
2019-11-11T00:00:00.000Z,10.1101/564930
2019-11-11T00:00:00.000Z,10.1101/593590
2019-11-12T00:00:00.000Z,10.1101/673533
2019-11-13T00:00:00.000Z,10.1101/385658
2019-11-13T00:00:00.000Z,10.1101/726083
2019-11-14T00:00:00.000Z,10.1101/682815
2019-11-14T00:00:00.000Z,10.1101/722512
2019-11-15T00:00:00.000Z,10.1101/677799
2019-11-17T00:00:00.000Z,10.1101/141069
2019-11-18T00:00:00.000Z,10.1101/565440
2019-11-18T00:00:00.000Z,10.1101/598276
2019-11-18T00:00:00.000Z,10.1101/612440
2019-11-18T00:00:00.000Z,10.1101/653923
2019-11-19T00:00:00.000Z,10.1101/462184
2019-11-19T00:00:00.000Z,10.1101/632281
2019-11-19T00:00:00.000Z,10.1101/639328
2019-11-19T00:00:00.000Z,10.1101/697417
2019-11-20T00:00:00.000Z,10.1101/272914
2019-11-20T00:00:00.000Z,10.1101/546945
2019-11-20T00:00:00.000Z,10.1101/564161
2019-11-20T00:00:00.000Z,10.1101/643924
2019-11-20T00:00:00.000Z,10.1101/673798
2019-11-22T00:00:00.000Z,10.1101/668715
2019-11-22T00:00:00.000Z,10.1101/675389
2019-11-22T00:00:00.000Z,10.1101/687574
2019-11-25T00:00:00.000Z,10.1101/693002
2019-11-26T00:00:00.000Z,10.1101/666362
2019-11-26T00:00:00.000Z,10.1101/737635
2019-11-26T00:00:00.000Z,10.1101/755777
2019-11-26T00:00:00.000Z,10.1101/808873
2019-11-27T00:00:00.000Z,10.1101/638031
2019-11-27T00:00:00.000Z,10.1101/655266
2019-11-27T00:00:00.000Z,10.1101/693291
2019-11-28T00:00:00.000Z,10.1101/675900
2019-11-28T00:00:00.000Z,10.1101/687921
2019-11-29T00:00:00.000Z,10.1101/370130
2019-11-29T00:00:00.000Z,10.1101/633107
2019-11-29T00:00:00.000Z,10.1101/775718
2019-12-02T00:00:00.000Z,10.1101/616698
2019-12-02T00:00:00.000Z,10.1101/711333
2019-12-03T00:00:00.000Z,10.1101/658435
2019-12-03T00:00:00.000Z,10.1101/680090
2019-12-03T00:00:00.000Z,10.1101/698571
2019-12-03T00:00:00.000Z,10.1101/716928
2019-12-04T00:00:00.000Z,10.1101/623777
2019-12-04T00:00:00.000Z,10.1101/670547
2019-12-05T00:00:00.000Z,10.1101/592071
2019-12-05T00:00:00.000Z,10.1101/675363
2019-12-05T00:00:00.000Z,10.1101/715912
2019-12-05T00:00:00.000Z,10.1101/754879
2019-12-06T00:00:00.000Z,10.1101/548677
2019-12-06T00:00:00.000Z,10.1101/699652
2019-12-09T00:00:00.000Z,10.1101/624205
2019-12-09T00:00:00.000Z,10.1101/735738
2019-12-09T00:00:00.000Z,10.1101/782136
2019-12-10T00:00:00.000Z,10.1101/505487
2019-12-10T00:00:00.000Z,10.1101/564310
2019-12-10T00:00:00.000Z,10.1101/582353
2019-12-10T00:00:00.000Z,10.1101/607713
2019-12-10T00:00:00.000Z,10.1101/707174
2019-12-11T00:00:00.000Z,10.1101/721902
2019-12-11T00:00:00.000Z,10.1101/752444
2019-12-12T00:00:00.000Z,10.1101/694661
2019-12-12T00:00:00.000Z,10.1101/700211
2019-12-12T00:00:00.000Z,10.1101/733543
2019-12-12T00:00:00.000Z,10.1101/738658
2019-12-13T00:00:00.000Z,10.1101/668244
2019-12-13T00:00:00.000Z,10.1101/726026
2019-12-16T00:00:00.000Z,10.1101/665034
2019-12-16T00:00:00.000Z,10.1101/766725
2019-12-18T00:00:00.000Z,10.1101/281089
2019-12-19T00:00:00.000Z,10.1101/373498
2019-12-19T00:00:00.000Z,10.1101/617746
2019-12-19T00:00:00.000Z,10.1101/647115
2019-12-21T00:00:00.000Z,10.1101/781005
2019-12-21T00:00:00.000Z,10.1101/796623
2019-12-23T00:00:00.000Z,10.1101/498899
2019-12-23T00:00:00.000Z,10.1101/586867
2019-12-23T00:00:00.000Z,10.1101/624148
2019-12-23T00:00:00.000Z,10.1101/698548
2019-12-24T00:00:00.000Z,10.1101/780635
2019-12-27T00:00:00.000Z,10.1101/664177
2019-12-30T00:00:00.000Z,10.1101/804534
2020-01-02T00:00:00.000Z,10.1101/748855
2020-01-02T00:00:00.000Z,10.1101/810960
2020-01-03T00:00:00.000Z,10.1101/643320
2020-01-06T00:00:00.000Z,10.1101/763508
2020-01-07T00:00:00.000Z,10.1101/729913
2020-01-07T00:00:00.000Z,10.1101/798272
2020-01-07T00:00:00.000Z,10.1101/803999
2020-01-08T00:00:00.000Z,10.1101/548933
2020-01-08T00:00:00.000Z,10.1101/745059
2020-01-08T00:00:00.000Z,10.1101/782961
2020-01-08T00:00:00.000Z,10.1101/852756
2020-01-09T00:00:00.000Z,10.1101/545517
2020-01-09T00:00:00.000Z,10.1101/645440
2020-01-09T00:00:00.000Z,10.1101/760983
2020-01-09T00:00:00.000Z,10.1101/767699
2020-01-09T00:00:00.000Z,10.1101/780494
2020-01-10T00:00:00.000Z,10.1101/739078
2020-01-10T00:00:00.000Z,10.1101/841262
2020-01-14T00:00:00.000Z,10.1101/550996
2020-01-14T00:00:00.000Z,10.1101/685909
2020-01-14T00:00:00.000Z,10.1101/689448
2020-01-14T00:00:00.000Z,10.1101/715938
2020-01-14T00:00:00.000Z,10.1101/754382
2020-01-15T00:00:00.000Z,10.1101/385476
2020-01-15T00:00:00.000Z,10.1101/849877
2020-01-16T00:00:00.000Z,10.1101/730028
2020-01-17T00:00:00.000Z,10.1101/678797
2020-01-17T00:00:00.000Z,10.1101/688002
2020-01-17T00:00:00.000Z,10.1101/774695
2020-01-20T00:00:00.000Z,10.1101/533794
2020-01-20T00:00:00.000Z,10.1101/713909
2020-01-21T00:00:00.000Z,10.1101/158774
2020-01-21T00:00:00.000Z,10.1101/750174
2020-01-22T00:00:00.000Z,10.1101/740597
2020-01-23T00:00:00.000Z,10.1101/643205
2020-01-23T00:00:00.000Z,10.1101/764621
2020-01-23T00:00:00.000Z,10.1101/798579
2020-01-24T00:00:00.000Z,10.1101/554907
2020-01-24T00:00:00.000Z,10.1101/592014
2020-01-27T00:00:00.000Z,10.1101/446096
2020-01-27T00:00:00.000Z,10.1101/581678
2020-01-27T00:00:00.000Z,10.1101/714063
2020-01-27T00:00:00.000Z,10.1101/760868
2020-01-28T00:00:00.000Z,10.1101/578211
2020-01-28T00:00:00.000Z,10.1101/629121
2020-01-28T00:00:00.000Z,10.1101/724484
2020-01-28T00:00:00.000Z,10.1101/732024
2020-01-28T00:00:00.000Z,10.1101/744722
2020-01-28T00:00:00.000Z,10.1101/758813
2020-01-28T00:00:00.000Z,10.1101/795872
2020-01-28T00:00:00.000Z,10.1101/808105
2020-01-29T00:00:00.000Z,10.1101/512632
2020-01-29T00:00:00.000Z,10.1101/716324
2020-01-29T00:00:00.000Z,10.1101/765172
2020-01-30T00:00:00.000Z,10.1101/629949
2020-01-30T00:00:00.000Z,10.1101/798322
2020-01-30T00:00:00.000Z,10.1101/846535
2020-01-31T00:00:00.000Z,10.1101/528331
2020-01-31T00:00:00.000Z,10.1101/584334
2020-02-03T00:00:00.000Z,10.1101/626457
2020-02-03T00:00:00.000Z,10.1101/696195
2020-02-04T00:00:00.000Z,10.1101/555375
2020-02-04T00:00:00.000Z,10.1101/685008
2020-02-04T00:00:00.000Z,10.1101/735134
2020-02-05T00:00:00.000Z,10.1101/456863
2020-02-05T00:00:00.000Z,10.1101/660340
2020-02-05T00:00:00.000Z,10.1101/780999
2020-02-05T00:00:00.000Z,10.1101/846998
2020-02-06T00:00:00.000Z,10.1101/2019.12.23.887372
2020-02-07T00:00:00.000Z,10.1101/2020.01.27.921320
2020-02-07T00:00:00.000Z,10.1101/746271
2020-02-10T00:00:00.000Z,10.1101/678565
2020-02-10T00:00:00.000Z,10.1101/818674
2020-02-10T00:00:00.000Z,10.1101/822460
2020-02-11T00:00:00.000Z,10.1101/398107
2020-02-11T00:00:00.000Z,10.1101/748467
2020-02-11T00:00:00.000Z,10.1101/770859
2020-02-12T00:00:00.000Z,10.1101/579623
2020-02-12T00:00:00.000Z,10.1101/725267
2020-02-13T00:00:00.000Z,10.1101/636076
2020-02-13T00:00:00.000Z,10.1101/649913
2020-02-13T00:00:00.000Z,10.1101/714055
2020-02-13T00:00:00.000Z,10.1101/745984
2020-02-13T00:00:00.000Z,10.1101/761775
2020-02-13T00:00:00.000Z,10.1101/779108
2020-02-14T00:00:00.000Z,10.1101/632109
2020-02-14T00:00:00.000Z,10.1101/866467
2020-02-17T00:00:00.000Z,10.1101/656165
2020-02-17T00:00:00.000Z,10.1101/686576
2020-02-17T00:00:00.000Z,10.1101/763227
2020-02-17T00:00:00.000Z,10.1101/779058
2020-02-18T00:00:00.000Z,10.1101/529248
2020-02-18T00:00:00.000Z,10.1101/735175
2020-02-19T00:00:00.000Z,10.1101/621516
2020-02-19T00:00:00.000Z,10.1101/686626
2020-02-19T00:00:00.000Z,10.1101/807297
2020-02-20T00:00:00.000Z,10.1101/716407
2020-02-20T00:00:00.000Z,10.1101/813188
2020-02-21T00:00:00.000Z,10.1101/766873
2020-02-21T00:00:00.000Z,10.1101/769141
2020-02-24T00:00:00.000Z,10.1101/327056
2020-02-24T00:00:00.000Z,10.1101/453514
2020-02-24T00:00:00.000Z,10.1101/779710
2020-02-24T00:00:00.000Z,10.1101/802892
2020-02-25T00:00:00.000Z,10.1101/682740
2020-02-25T00:00:00.000Z,10.1101/714634
2020-02-25T00:00:00.000Z,10.1101/783647
2020-02-25T00:00:00.000Z,10.1101/866780
2020-02-26T00:00:00.000Z,10.1101/546911
2020-02-26T00:00:00.000Z,10.1101/750349
2020-02-28T00:00:00.000Z,10.1101/704999
2020-02-28T00:00:00.000Z,10.1101/719690
2020-03-02T00:00:00.000Z,10.1101/787473
2020-03-03T00:00:00.000Z,10.1101/813584
2020-03-03T00:00:00.000Z,10.1101/824946
2020-03-04T00:00:00.000Z,10.1101/711671
2020-03-04T00:00:00.000Z,10.1101/823468
2020-03-05T00:00:00.000Z,10.1101/802686
2020-03-05T00:00:00.000Z,10.1101/807222
2020-03-06T00:00:00.000Z,10.1101/611806
2020-03-06T00:00:00.000Z,10.1101/848309
2020-03-09T00:00:00.000Z,10.1101/148650
2020-03-09T00:00:00.000Z,10.1101/453787
2020-03-09T00:00:00.000Z,10.1101/496422
2020-03-09T00:00:00.000Z,10.1101/713156
2020-03-09T00:00:00.000Z,10.1101/714337
2020-03-09T00:00:00.000Z,10.1101/737494
2020-03-09T00:00:00.000Z,10.1101/797514
2020-03-09T00:00:00.000Z,10.1101/799742
2020-03-09T00:00:00.000Z,10.1101/848044
2020-03-10T00:00:00.000Z,10.1101/811430
2020-03-10T00:00:00.000Z,10.1101/847533
2020-03-11T00:00:00.000Z,10.1101/413286
2020-03-11T00:00:00.000Z,10.1101/751958
2020-03-12T00:00:00.000Z,10.1101/2020.01.01.888354
2020-03-12T00:00:00.000Z,10.1101/624528
2020-03-12T00:00:00.000Z,10.1101/703637
2020-03-13T00:00:00.000Z,10.1101/629451
2020-03-13T00:00:00.000Z,10.1101/641514
2020-03-13T00:00:00.000Z,10.1101/862805
2020-03-16T00:00:00.000Z,10.1101/826826
2020-03-17T00:00:00.000Z,10.1101/799684
2020-03-17T00:00:00.000Z,10.1101/839365
2020-03-18T00:00:00.000Z,10.1101/691501
2020-03-18T00:00:00.000Z,10.1101/700088
2020-03-19T00:00:00.000Z,10.1101/843649
2020-03-20T00:00:00.000Z,10.1101/373936
2020-03-23T00:00:00.000Z,10.1101/645234
2020-03-23T00:00:00.000Z,10.1101/650010
2020-03-23T00:00:00.000Z,10.1101/836536
2020-03-24T00:00:00.000Z,10.1101/524256
2020-03-24T00:00:00.000Z,10.1101/710145
2020-03-24T00:00:00.000Z,10.1101/766691
2020-03-24T00:00:00.000Z,10.1101/772640
2020-03-24T00:00:00.000Z,10.1101/777615
2020-03-24T00:00:00.000Z,10.1101/852962
2020-03-25T00:00:00.000Z,10.1101/453928
2020-03-25T00:00:00.000Z,10.1101/809533
2020-03-26T00:00:00.000Z,10.1101/771873
2020-03-27T00:00:00.000Z,10.1101/2019.12.24.887679
2020-03-27T00:00:00.000Z,10.1101/2020.01.13.904185
2020-03-27T00:00:00.000Z,10.1101/424929
2020-03-27T00:00:00.000Z,10.1101/569335
2020-03-30T00:00:00.000Z,10.1101/479089
2020-03-30T00:00:00.000Z,10.1101/661264
2020-03-30T00:00:00.000Z,10.1101/813097
2020-03-30T00:00:00.000Z,10.1101/834671
2020-03-30T00:00:00.000Z,10.1101/836155
2020-03-31T00:00:00.000Z,10.1101/789305
2020-04-01T00:00:00.000Z,10.1101/2019.12.31.891697
2020-04-01T00:00:00.000Z,10.1101/866392
2020-04-03T00:00:00.000Z,10.1101/752030
2020-04-06T00:00:00.000Z,10.1101/815340
2020-04-07T00:00:00.000Z,10.1101/2020.01.14.904409
2020-04-07T00:00:00.000Z,10.1101/2020.01.19.911917
2020-04-07T00:00:00.000Z,10.1101/584532
2020-04-07T00:00:00.000Z,10.1101/761569
2020-04-07T00:00:00.000Z,10.1101/802082
2020-04-07T00:00:00.000Z,10.1101/825349
2020-04-07T00:00:00.000Z,10.1101/865493
2020-04-08T00:00:00.000Z,10.1101/480863
2020-04-08T00:00:00.000Z,10.1101/510560
2020-04-08T00:00:00.000Z,10.1101/816512
2020-04-08T00:00:00.000Z,10.1101/863134
2020-04-14T00:00:00.000Z,10.1101/788711
2020-04-14T00:00:00.000Z,10.1101/805267
2020-04-14T00:00:00.000Z,10.1101/818872
2020-04-14T00:00:00.000Z,10.1101/844449
2020-04-14T00:00:00.000Z,10.1101/863761
2020-04-15T00:00:00.000Z,10.1101/783837
2020-04-15T00:00:00.000Z,10.1101/825752
2020-04-16T00:00:00.000Z,10.1101/2020.04.01.020057
2020-04-16T00:00:00.000Z,10.1101/483644
2020-04-16T00:00:00.000Z,10.1101/638650
2020-04-16T00:00:00.000Z,10.1101/742908
2020-04-16T00:00:00.000Z,10.1101/759001
2020-04-16T00:00:00.000Z,10.1101/834481
2020-04-17T00:00:00.000Z,10.1101/2019.12.17.880229
2020-04-17T00:00:00.000Z,10.1101/2020.03.31.016170
2020-04-17T00:00:00.000Z,10.1101/811927
2020-04-20T00:00:00.000Z,10.1101/526962
2020-04-20T00:00:00.000Z,10.1101/853366
2020-04-20T00:00:00.000Z,10.1101/857136
2020-04-23T00:00:00.000Z,10.1101/2019.12.26.889030
2020-04-23T00:00:00.000Z,10.1101/2020.01.20.913038
2020-04-23T00:00:00.000Z,10.1101/612234
2020-04-23T00:00:00.000Z,10.1101/788638
2020-04-24T00:00:00.000Z,10.1101/790493
2020-04-24T00:00:00.000Z,10.1101/833046
2020-04-27T00:00:00.000Z,10.1101/2020.01.20.913210
